"","id","homeID","awayID","season","status","roundID","game_week","revised_game_week","homeGoals","awayGoals","homeGoalCount","awayGoalCount","totalGoalCount","team_a_corners","team_b_corners","totalCornerCount","team_a_offsides","team_b_offsides","team_a_yellow_cards","team_b_yellow_cards","team_a_red_cards","team_b_red_cards","team_a_shotsOnTarget","team_b_shotsOnTarget","team_a_shotsOffTarget","team_b_shotsOffTarget","team_a_shots","team_b_shots","team_a_fouls","team_b_fouls","team_a_possession","team_b_possession","refereeID","coach_a_ID","coach_b_ID","stadium_name","stadium_location","team_a_cards_num","team_b_cards_num","odds_ft_1","odds_ft_x","odds_ft_2","odds_ft_over05","odds_ft_over15","odds_ft_over25","odds_ft_over35","odds_ft_over45","odds_ft_under05","odds_ft_under15","odds_ft_under25","odds_ft_under35","odds_ft_under45","odds_btts_yes","odds_btts_no","odds_team_a_cs_yes","odds_team_a_cs_no","odds_team_b_cs_yes","odds_team_b_cs_no","odds_doublechance_1x","odds_doublechance_12","odds_doublechance_x2","odds_1st_half_result_1","odds_1st_half_result_x","odds_1st_half_result_2","odds_2nd_half_result_1","odds_2nd_half_result_x","odds_2nd_half_result_2","odds_dnb_1","odds_dnb_2","odds_corners_over_75","odds_corners_over_85","odds_corners_over_95","odds_corners_over_105","odds_corners_over_115","odds_corners_under_75","odds_corners_under_85","odds_corners_under_95","odds_corners_under_105","odds_corners_under_115","odds_corners_1","odds_corners_x","odds_corners_2","odds_team_to_score_first_1","odds_team_to_score_first_x","odds_team_to_score_first_2","odds_win_to_nil_1","odds_win_to_nil_2","odds_1st_half_over05","odds_1st_half_over15","odds_1st_half_over25","odds_1st_half_over35","odds_1st_half_under05","odds_1st_half_under15","odds_1st_half_under25","odds_1st_half_under35","odds_2nd_half_over05","odds_2nd_half_over15","odds_2nd_half_over25","odds_2nd_half_over35","odds_2nd_half_under05","odds_2nd_half_under15","odds_2nd_half_under25","odds_2nd_half_under35","odds_btts_1st_half_yes","odds_btts_1st_half_no","odds_btts_2nd_half_yes","odds_btts_2nd_half_no","id_ft_1","id_ft_x","id_ft_2","id_ft_over05","id_ft_over15","id_ft_over25","id_ft_over35","id_ft_over45","id_btts_yes","id_btts_no","id_team_a_cs_yes","id_team_b_cs_yes","id_team_a_cs_no","id_team_b_cs_no","overallGoalCount","ht_goals_team_a","ht_goals_team_b","goals_2hg_team_a","goals_2hg_team_b","GoalCount_2hg","HTGoalCount","date_unix","winningTeam","no_home_away","btts_potential","btts_fhg_potential","btts_2hg_potential","goalTimingDisabled","attendance","o45_potential","o35_potential","o25_potential","o15_potential","o05_potential","o15HT_potential","o05HT_potential","corners_potential","offsides_potential","cards_potential","avg_potential","home_url","home_image","home_name","away_url","away_image","away_name","home_ppg","away_ppg","pre_match_home_ppg","pre_match_away_ppg","u45_potential","u35_potential","u25_potential","u15_potential","u05_potential","corners_o85_potential","corners_o95_potential","corners_o105_potential","match_url","competition_id","matches_completed_minimum","over05","over15","over25","over35","over45","over55","btts"
"1",2155,150,108,"2016/2017","complete",19,1,-1,
